id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,6747.154699,403.2000000006519,1205,1216,0.7239080282505287,-0.18531828576646767,0.95574769745,1.0,pupil,-152.64287407343477,-287.10524424644825,-354.5323901834835,6747.154699 6747.188299 6747.230299 6747.255499 6747.297499 6747.347899 6747.373099 6747.457099 6747.482299 6747.515899 6747.557899
2,6759.737899,310.80000000019936,1579,1589,0.631947214817353,-0.3231748321929013,0.979295184816,1.0,pupil,-79.36560445089357,-325.11605304717216,-303.10107041235415,6759.737899 6759.746299 6759.754699 6759.763099 6759.771499 6759.779899 6759.788299 6759.796699 6759.805099 6759.813499 6759.821899 6759.830299 6759.838699 6759.847099 6759.855499 6759.863899 6759.872299 6759.880699 6759.889099 6759.897499 6759.905899 6759.914299 6759.922699 6759.931099 6759.939499 6759.947899 6759.956299 6759.964699 6759.973099 6759.981499 6759.989899 6759.998299 6760.006699 6760.015099 6760.023499 6760.031899 6760.040299 6760.048699
3,6785.937499,487.2000000004846,2361,2376,0.5001571358352099,-0.35005370901309446,0.874905851385,1.0,pupil,11.662057984821761,-335.0527116023179,-299.52386844337826,6785.937499 6785.954299 6785.971099 6785.987899 6785.996299 6786.021499 6786.038299 6786.055099 6786.071899 6786.088699 6786.105499 6786.122299 6786.130699 6786.155899 6786.172699 6786.189499 6786.206299 6786.223099 6786.239899 6786.256699 6786.265099 6786.290299 6786.307099 6786.323899 6786.340699 6786.349099 6786.374299 6786.382699 6786.399499 6786.424699
4,6791.321899,336.0000000002401,2522,2532,0.45034038050206865,0.5793127822292393,0.99192892717,1.0,pupil,-43.22181015594424,-37.66505143793935,425.69134267014937,6791.321899 6791.330299 6791.338699 6791.347099 6791.355499 6791.363899 6791.372299 6791.380699 6791.389099 6791.397499 6791.405899 6791.414299 6791.422699 6791.431099 6791.439499 6791.447899 6791.456299 6791.464699 6791.473099 6791.481499 6791.489899 6791.498299 6791.506699 6791.515099 6791.523499 6791.531899 6791.540299 6791.548699 6791.557099 6791.565499 6791.573899 6791.582299 6791.590699 6791.599099 6791.607499 6791.615899 6791.624299 6791.632699 6791.641099 6791.649499 6791.657899
5,6795.328699,798.0000000006839,2642,2665,0.4720128638844612,0.5933864123961357,0.946174053325,1.0,pupil,-28.57886982857814,-42.676136780208715,422.19241388719547,6795.328699 6795.337099 6795.345499 6795.353899 6795.362299 6795.370699 6795.379099 6795.387499 6795.395899 6795.404299 6795.412699 6795.421099 6795.429499 6795.437899 6795.446299 6795.454699 6795.463099 6795.471499 6795.479899 6795.488299 6795.496699 6795.505099 6795.513499 6795.521899 6795.530299 6795.538699 6795.547099 6795.555499 6795.563899 6795.572299 6795.580699 6795.589099 6795.597499 6795.605899 6795.614299 6795.622699 6795.631099 6795.639499 6795.647899 6795.656299 6795.664699 6795.673099 6795.681499 6795.689899 6795.698299 6795.706699 6795.715099 6795.723499 6795.731899 6795.740299 6795.748699 6795.757099 6795.765499 6795.773899 6795.782299 6795.790699 6795.799099 6795.807499 6795.815899 6795.824299 6795.832699 6795.841099 6795.849499 6795.857899 6795.866299 6795.874699 6795.883099 6795.891499 6795.899899 6795.908299 6795.916699 6795.925099 6795.933499 6795.941899 6795.950299 6795.958699 6795.967099 6795.975499 6795.983899 6795.992299 6796.000699 6796.009099 6796.017499 6796.025899 6796.034299 6796.042699 6796.051099 6796.059499 6796.067899 6796.076299 6796.084699 6796.093099 6796.101499 6796.109899 6796.118299 6796.126699
6,6799.478299,302.39999999957945,2765,2774,0.4374418532353796,0.6387512019830729,0.985868173056,1.0,pupil,-54.39986344601295,-63.69279822385766,443.9253375825288,6799.478299 6799.486699 6799.495099 6799.503499 6799.511899 6799.520299 6799.528699 6799.537099 6799.545499 6799.553899 6799.562299 6799.570699 6799.579099 6799.587499 6799.595899 6799.604299 6799.612699 6799.621099 6799.629499 6799.637899 6799.646299 6799.654699 6799.663099 6799.671499 6799.679899 6799.688299 6799.696699 6799.705099 6799.713499 6799.721899 6799.730299 6799.738699 6799.747099 6799.755499 6799.763899 6799.772299 6799.780699
7,6803.485099,377.9999999997017,2885,2896,0.4621756086230473,0.6169598013499892,0.830977977846,1.0,pupil,-35.884017463620424,-52.94552473980457,431.05449545575476,6803.485099 6803.493499 6803.501899 6803.510299 6803.518699 6803.527099 6803.535499 6803.543899 6803.552299 6803.560699 6803.569099 6803.577499 6803.585899 6803.594299 6803.602699 6803.611099 6803.619499 6803.627899 6803.636299 6803.644699 6803.653099 6803.661499 6803.669899 6803.678299 6803.686699 6803.695099 6803.703499 6803.711899 6803.720299 6803.728699 6803.737099 6803.745499 6803.753899 6803.762299 6803.770699 6803.779099 6803.787499 6803.795899 6803.804299 6803.812699 6803.821099 6803.829499 6803.837899 6803.846299 6803.854699 6803.863099
8,6808.037899,344.3999999999505,3021,3031,0.46706160636627303,0.5910807882550956,0.970153527603,1.0,pupil,-31.91900144099059,-41.91240149387892,423.2602573749661,6808.037899 6808.046299 6808.054699 6808.063099 6808.071499 6808.079899 6808.088299 6808.096699 6808.105099 6808.113499 6808.121899 6808.130299 6808.138699 6808.147099 6808.155499 6808.163899 6808.172299 6808.180699 6808.189099 6808.197499 6808.205899 6808.214299 6808.222699 6808.231099 6808.239499 6808.247899 6808.256299 6808.264699 6808.273099 6808.281499 6808.289899 6808.298299 6808.306699 6808.315099 6808.323499 6808.331899 6808.340299 6808.348699 6808.357099 6808.365499 6808.373899 6808.382299
9,6816.059899,319.1999999999098,3260,3270,0.5156331976382853,0.5351835924618304,0.938113428854,1.0,pupil,0.035282862415215735,-19.0136508428105,395.4781220862998,6816.059899 6816.076699 6816.101899 6816.118699 6816.135499 6816.160699 6816.169099 6816.177499 6816.185899 6816.194299 6816.202699 6816.211099 6816.219499 6816.227899 6816.236299 6816.244699 6816.253099 6816.261499 6816.269899 6816.278299 6816.286699 6816.295099 6816.303499 6816.320299 6816.328699 6816.337099 6816.345499 6816.353899 6816.362299 6816.370699 6816.379099
10,6821.158699,495.600000000195,3412,3427,0.49657675354257547,0.492650938936387,0.972569637307,0.9985573693216949,pupil,-11.607745282646736,-3.8530611754366793,395.603577350151,6821.158699 6821.167099 6821.175499 6821.183899 6821.192299 6821.200699 6821.209099 6821.217499 6821.225899 6821.234299 6821.242699 6821.251099 6821.259499 6821.267899 6821.276299 6821.284699 6821.293099 6821.301499 6821.309899 6821.318299 6821.326699 6821.335099 6821.343499 6821.351899 6821.360299 6821.368699 6821.377099 6821.385499 6821.393899 6821.402299 6821.410699 6821.419099 6821.427499 6821.435899 6821.444299 6821.452699 6821.461099 6821.469499 6821.477899 6821.486299 6821.494699 6821.503099 6821.511499 6821.519899 6821.528299 6821.536699 6821.545099 6821.553499 6821.561899 6821.570299 6821.578699 6821.587099 6821.595499 6821.603899 6821.612299 6821.620699 6821.629099 6821.637499 6821.645899 6821.654299
